id,Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
261,Athlete's Arena,Episode 100,9.3,Sports,31.3,Friday,Night,11.47,1.0,Neutral,7.53334
262,Game Day,Episode 59,69.83,Sports,38.82,Sunday,Evening,55.71,3.0,Negative,32.36117
263,Tech Trends,Episode 25,14.63,Technology,32.83,Thursday,Evening,83.43,1.0,Positive,12.38069
264,True Crime Stories,Episode 71,112.56,True Crime,93.88,Wednesday,Afternoon,10.65,1.0,Neutral,108.72314
265,Comedy Corner,Episode 43,43.59,Comedy,29.53,Thursday,Morning,92.37,3.0,Positive,33.53333
266,Tech Talks,Episode 49,113.32,Technology,98.81,Saturday,Morning,47.64,1.0,Positive,99.39732
267,Athlete's Arena,Episode 4,100.38,Sports,22.42,Monday,Evening,,3.0,Negative,58.18467
268,World Watch,Episode 12,18.96,News,83.12,Sunday,Evening,60.11,3.0,Negative,5.57124
269,Music Matters,Episode 19,30.82,Music,29.51,Saturday,Evening,4.68,1.0,Positive,17.64
270,Brain Boost,Episode 48,,Education,26.84,Tuesday,Night,50.64,0.0,Positive,15.99
271,Mind & Body,Episode 72,,Health,21.22,Thursday,Evening,94.48,1.0,Neutral,60.79229
272,Sport Spot,Episode 63,101.56,Sports,90.07,Friday,Morning,63.93,1.0,Positive,78.9207
273,Tech Talks,Episode 6,54.23,Technology,78.66,Sunday,Evening,,0.0,Neutral,46.59939
274,Fashion Forward,Episode 44,56.26,Lifestyle,74.26,Sunday,Night,16.92,1.0,Neutral,31.52727
275,Comedy Corner,Episode 33,,Comedy,68.86,Friday,Night,18.1,3.0,Positive,51.78029
276,Melody Mix,Episode 59,9.7,Music,58.28,Saturday,Evening,43.37,3.0,Neutral,0.0
277,Tune Time,Episode 41,117.7,Music,58.44,Sunday,Night,18.59,3.0,Neutral,69.6969
278,Detective Diaries,Episode 81,106.12,True Crime,63.29,Tuesday,Morning,51.3,3.0,Negative,74.08016
279,Digital Digest,Episode 65,23.04,Technology,76.68,Sunday,Evening,95.24,0.0,Neutral,16.65
280,Educational Nuggets,Episode 62,97.16,Education,97.59,Tuesday,Morning,18.67,3.0,Positive,64.20396
281,Fashion Forward,Episode 78,97.17,Lifestyle,95.9,Wednesday,Evening,83.32,3.0,Neutral,45.82802
282,Funny Folks,Episode 84,45.38,Comedy,96.07,Tuesday,Evening,,1.0,Neutral,39.92677
283,Joke Junction,Episode 19,108.93,Comedy,28.76,Sunday,Afternoon,12.72,2.0,Neutral,100.97187
284,Wellness Wave,Episode 1,41.26,Health,76.09,Friday,Evening,,1.0,Neutral,28.57433
285,Money Matters,Episode 78,90.01,Business,68.3,Sunday,Night,53.31,0.0,Positive,64.81158
286,Tech Talks,Episode 99,42.18,Technology,60.39,Saturday,Morning,91.22,1.0,Positive,21.22829
287,Daily Digest,Episode 11,48.93,News,89.1,Thursday,Afternoon,,1.0,Positive,42.64817
288,Music Matters,Episode 69,27.45,Music,90.18,Thursday,Afternoon,83.22,2.0,Positive,27.28528
289,Game Day,Episode 82,7.26,Sports,80.34,Wednesday,Night,85.27,2.0,Neutral,2.25339
290,True Crime Stories,Episode 69,12.82,True Crime,26.84,Thursday,Afternoon,69.62,1.0,Negative,10.19
291,Sports Central,Episode 94,47.16,Sports,64.47,Saturday,Evening,22.76,1.0,Neutral,40.50798
292,Brain Boost,Episode 38,80.96,Education,87.84,Monday,Evening,4.8,0.0,Neutral,65.13583
293,Brain Boost,Episode 15,56.24,Education,50.29,Friday,Afternoon,,0.0,Neutral,40.74685
294,Tech Talks,Episode 45,107.9,Technology,71.0,Sunday,Afternoon,51.53,0.0,Positive,83.51863
295,Home & Living,Episode 97,31.27,Lifestyle,83.17,Saturday,Afternoon,30.15,2.0,Negative,29.08901
296,Business Briefs,Episode 48,33.01,Business,48.13,Wednesday,Morning,58.21,2.0,Positive,18.28278
297,World Watch,Episode 91,41.06,News,57.18,Sunday,Evening,52.61,2.0,Negative,22.39584
298,Market Masters,Episode 46,67.5,Business,73.39,Saturday,Evening,,1.0,Negative,38.56737
299,Music Matters,Episode 90,,Music,81.04,Saturday,Evening,12.46,1.0,Positive,113.80825
300,Mind & Body,Episode 72,101.6,Health,39.81,Sunday,Morning,10.73,0.0,Neutral,98.57901
301,Business Briefs,Episode 22,108.39,Business,89.44,Sunday,Afternoon,68.91,0.0,Neutral,54.74661
302,Health Hour,Episode 51,90.5,Health,66.99,Monday,Night,3.11,2.0,Neutral,47.29099
303,Funny Folks,Episode 31,116.98,Comedy,69.73,Monday,Evening,90.98,1.0,Neutral,95.62
304,Learning Lab,Episode 56,55.07,Education,60.41,Saturday,Evening,84.66,0.0,Positive,37.42753
305,Current Affairs,Episode 78,66.69,News,75.98,Wednesday,Evening,77.78,3.0,Neutral,36.57421
306,Wellness Wave,Episode 29,114.63,Health,89.44,Friday,Afternoon,58.57,1.0,Positive,76.96
307,World Watch,Episode 50,106.55,News,20.95,Wednesday,Morning,70.62,2.0,Positive,85.09869
308,Game Day,Episode 23,71.27,Sports,39.66,Friday,Night,32.22,1.0,Positive,49.14
309,Learning Lab,Episode 63,115.68,Education,89.17,Thursday,Evening,11.43,1.0,Negative,112.81
310,Athlete's Arena,Episode 9,31.08,Sports,60.47,Friday,Morning,28.23,3.0,Negative,28.85322
311,Digital Digest,Episode 46,98.72,Technology,57.17,Sunday,Evening,57.64,3.0,Neutral,55.9701
312,Current Affairs,Episode 60,85.66,News,86.22,Saturday,Night,30.34,0.0,Positive,59.42853
313,Current Affairs,Episode 21,37.33,News,61.5,Monday,Evening,8.81,1.0,Positive,15.76452
314,Business Briefs,Episode 20,95.46,Business,82.26,Monday,Night,83.6,2.0,Negative,61.45711
315,Wellness Wave,Episode 49,80.27,Health,49.27,Wednesday,Night,,0.0,Neutral,41.21039
316,Gadget Geek,Episode 69,31.73,Technology,58.31,Monday,Evening,63.23,3.0,Negative,14.12
317,Melody Mix,Episode 77,109.74,Music,30.67,Thursday,Evening,40.96,2.0,Negative,64.47474
318,Gadget Geek,Episode 64,24.88,Technology,26.69,Monday,Evening,6.4,1.0,Neutral,8.74851
319,Health Hour,Episode 17,93.07,Health,39.69,Sunday,Night,,0.0,Positive,71.67
320,Life Lessons,Episode 62,50.28,Lifestyle,24.49,Friday,Morning,2.28,3.0,Neutral,38.07399
321,Business Briefs,Episode 8,,Business,80.55,Monday,Night,33.01,1.0,Negative,96.85012
322,Criminal Minds,Episode 48,19.04,True Crime,96.79,Saturday,Morning,98.53,3.0,Negative,14.18538
323,Fashion Forward,Episode 73,117.43,Lifestyle,20.13,Tuesday,Morning,51.29,2.0,Positive,83.29835
324,Humor Hub,Episode 89,35.83,Comedy,58.83,Sunday,Morning,80.16,2.0,Neutral,24.89489
325,Fitness First,Episode 14,12.43,Health,39.14,Thursday,Evening,35.41,1.0,Negative,0.0
326,Athlete's Arena,Episode 65,76.96,Sports,61.3,Tuesday,Afternoon,88.18,3.0,Neutral,62.64422
327,Digital Digest,Episode 59,52.62,Technology,86.52,Tuesday,Night,,2.0,Neutral,30.36885
328,Fashion Forward,Episode 5,72.84,Lifestyle,89.14,Friday,Afternoon,,0.0,Neutral,72.37249
329,Crime Chronicles,Episode 52,71.19,True Crime,54.4,Saturday,Afternoon,38.88,2.0,Neutral,52.38332
330,Tech Trends,Episode 71,118.02,Technology,33.07,Wednesday,Night,5.84,0.0,Neutral,97.71926
331,Healthy Living,Episode 12,,Health,41.34,Friday,Evening,72.07,3.0,Negative,28.9465
332,Sport Spot,Episode 80,,Sports,79.69,Wednesday,Night,40.45,1.0,Positive,86.34264
333,Mind & Body,Episode 27,99.4,Health,74.05,Friday,Night,93.86,3.0,Neutral,79.74761
334,Detective Diaries,Episode 97,25.03,True Crime,51.23,Thursday,Morning,76.16,3.0,Neutral,21.61
335,Mystery Matters,Episode 89,62.57,True Crime,85.79,Friday,Afternoon,72.79,0.0,Negative,44.16804
336,True Crime Stories,Episode 73,50.19,True Crime,49.3,Saturday,Morning,,3.0,Positive,36.77101
337,Educational Nuggets,Episode 52,56.9,Education,25.82,Thursday,Evening,17.33,3.0,Neutral,23.57727
338,Home & Living,Episode 3,45.75,Lifestyle,98.68,Tuesday,Evening,55.39,3.0,Negative,40.92099
339,Tech Trends,Episode 93,44.87,Technology,66.05,Sunday,Night,0.5,3.0,Positive,25.07462
340,Life Lessons,Episode 97,20.29,Lifestyle,20.84,Saturday,Afternoon,56.25,2.0,Positive,18.62757
341,Fashion Forward,Episode 28,67.17,Lifestyle,44.7,Tuesday,Morning,63.14,0.0,Positive,34.41162
342,Life Lessons,Episode 31,117.4,Lifestyle,91.0,Friday,Afternoon,14.04,0.0,Negative,70.23213
343,Healthy Living,Episode 72,,Health,89.31,Monday,Morning,65.69,3.0,Negative,71.77694
344,Laugh Line,Episode 67,112.27,Comedy,60.79,Friday,Morning,39.76,1.0,Neutral,85.20227
345,Educational Nuggets,Episode 79,83.84,Education,79.0,Monday,Morning,83.41,3.0,Negative,49.58475
346,Daily Digest,Episode 100,50.28,News,70.03,Thursday,Night,70.99,2.0,Neutral,42.9255
347,Melody Mix,Episode 82,21.15,Music,90.29,Monday,Morning,0.81,0.0,Negative,9.28
348,Healthy Living,Episode 64,69.86,Health,30.03,Wednesday,Afternoon,24.03,3.0,Negative,51.91438
349,Fashion Forward,Episode 89,69.26,Lifestyle,37.94,Sunday,Afternoon,64.11,2.0,Positive,42.03004
350,Fashion Forward,Episode 53,,Lifestyle,33.56,Friday,Morning,27.43,0.0,Negative,95.43325
351,Global News,Episode 72,,News,62.11,Monday,Afternoon,21.71,3.0,Positive,40.01431
352,Sport Spot,Episode 68,36.18,Sports,58.68,Tuesday,Night,48.88,2.0,Positive,23.95562
353,Sports Central,Episode 16,60.89,Sports,31.64,Tuesday,Evening,66.72,0.0,Negative,32.67072
354,Sound Waves,Episode 67,37.5,Music,27.2,Monday,Morning,87.41,0.0,Neutral,27.85835
355,Sports Weekly,Episode 32,72.17,Sports,97.49,Monday,Evening,60.05,3.0,Neutral,49.53608
356,Sports Weekly,Episode 84,75.29,Sports,62.19,Monday,Night,75.12,3.0,Positive,36.63851
357,Mind & Body,Episode 43,30.28,Health,70.68,Saturday,Evening,52.31,1.0,Negative,25.6033
358,News Roundup,Episode 93,37.74,News,56.9,Friday,Night,99.78,1.0,Neutral,22.77102
359,Sound Waves,Episode 44,101.64,Music,76.38,Saturday,Morning,47.04,2.0,Positive,64.17894
360,Tune Time,Episode 24,49.2,Music,69.81,Sunday,Evening,,3.0,Neutral,47.36
361,Lifestyle Lounge,Episode 38,39.69,Lifestyle,31.68,Saturday,Morning,49.32,1.0,Positive,27.383
362,Finance Focus,Episode 26,69.03,Business,26.45,Sunday,Afternoon,80.53,2.0,Positive,44.95126
363,Lifestyle Lounge,Episode 26,25.01,Lifestyle,66.46,Sunday,Morning,83.13,3.0,Neutral,10.2613
364,Healthy Living,Episode 50,39.87,Health,38.01,Tuesday,Afternoon,81.33,3.0,Negative,31.8258
365,Sound Waves,Episode 70,63.93,Music,41.66,Sunday,Morning,18.61,0.0,Positive,46.49216
366,Tech Trends,Episode 87,,Technology,73.95,Saturday,Night,48.69,2.0,Neutral,33.69383
367,Game Day,Episode 63,39.14,Sports,38.23,Thursday,Evening,50.18,0.0,Positive,16.98
368,True Crime Stories,Episode 41,92.04,True Crime,74.12,Saturday,Afternoon,39.86,0.0,Negative,44.56655
369,Sports Weekly,Episode 33,51.95,Sports,71.47,Saturday,Afternoon,,0.0,Positive,17.50863
370,Sound Waves,Episode 21,39.07,Music,59.51,Thursday,Night,97.51,1.0,Neutral,23.66086
371,Lifestyle Lounge,Episode 33,80.38,Lifestyle,64.26,Sunday,Evening,42.14,1.0,Negative,53.87284
372,Business Insights,Episode 81,8.31,Business,46.68,Sunday,Night,67.41,1.0,Negative,0.0
373,Sound Waves,Episode 31,98.27,Music,59.39,Thursday,Evening,10.87,2.0,Neutral,49.36828
374,Sports Central,Episode 62,117.61,Sports,71.78,Sunday,Evening,37.59,3.0,Negative,62.63118
375,Health Hour,Episode 18,29.52,Health,94.47,Friday,Afternoon,45.29,1.0,Neutral,20.85817
376,Laugh Line,Episode 36,55.39,Comedy,52.41,Wednesday,Night,52.59,0.0,Negative,26.09584
377,Tune Time,Episode 69,,Music,79.0,Tuesday,Afternoon,53.1,0.0,Neutral,65.72981
378,Innovators,Episode 74,100.65,Technology,51.05,Monday,Afternoon,,3.0,Neutral,51.18467
379,Melody Mix,Episode 56,89.93,Music,42.37,Saturday,Evening,5.69,2.0,Negative,56.70675
380,Digital Digest,Episode 43,43.1,Technology,73.89,Saturday,Night,48.22,3.0,Negative,25.13502
381,Gadget Geek,Episode 72,,Technology,27.44,Sunday,Evening,,3.0,Negative,21.74
382,Detective Diaries,Episode 50,22.03,True Crime,77.14,Sunday,Afternoon,,0.0,Negative,11.74361
383,Digital Digest,Episode 90,84.38,Technology,98.76,Monday,Evening,,1.0,Neutral,50.69227
384,Innovators,Episode 18,28.23,Technology,57.66,Sunday,Night,54.21,2.0,Positive,19.3439
385,Tech Trends,Episode 31,21.33,Technology,84.97,Friday,Evening,,0.0,Neutral,9.86984
386,Business Briefs,Episode 26,46.66,Business,55.71,Monday,Morning,36.37,3.0,Positive,28.01828
387,Detective Diaries,Episode 6,28.51,True Crime,71.23,Sunday,Night,29.45,3.0,Neutral,16.77295
388,Digital Digest,Episode 64,,Technology,86.14,Thursday,Afternoon,57.7,1.0,Positive,18.99
389,Learning Lab,Episode 20,89.59,Education,84.61,Sunday,Night,,1.0,Neutral,57.4335
390,Finance Focus,Episode 75,27.41,Business,93.08,Sunday,Night,,3.0,Negative,20.50025
391,Sports Weekly,Episode 61,,Sports,35.67,Wednesday,Afternoon,98.67,3.0,Neutral,51.52248
392,Funny Folks,Episode 23,29.61,Comedy,70.54,Friday,Evening,48.25,0.0,Neutral,24.94645
393,Sports Central,Episode 52,8.43,Sports,49.13,Monday,Night,46.56,2.0,Positive,0.0
394,Tune Time,Episode 52,98.36,Music,36.68,Wednesday,Morning,22.05,0.0,Neutral,62.99794
395,Study Sessions,Episode 54,91.07,Education,73.46,Tuesday,Night,,2.0,Neutral,46.92149
396,Tune Time,Episode 5,41.66,Music,59.73,Sunday,Evening,99.12,1.0,Neutral,35.56256
397,Crime Chronicles,Episode 67,,True Crime,90.52,Friday,Morning,,2.0,Positive,110.85636
398,Life Lessons,Episode 84,57.97,Lifestyle,84.13,Saturday,Night,54.91,0.0,Positive,53.61326
399,Tune Time,Episode 89,,Music,50.44,Friday,Morning,,3.0,Positive,40.83265
400,Sports Central,Episode 84,16.68,Sports,47.25,Wednesday,Evening,93.52,2.0,Negative,4.04221
401,Detective Diaries,Episode 17,44.6,True Crime,39.1,Monday,Afternoon,81.17,0.0,Neutral,27.26577
402,Humor Hub,Episode 10,102.81,Comedy,61.9,Sunday,Night,84.81,0.0,Neutral,99.33516
403,Innovators,Episode 72,51.13,Technology,96.7,Sunday,Afternoon,9.02,1.0,Positive,34.54301
404,Sport Spot,Episode 99,117.5,Sports,55.79,Monday,Afternoon,,0.0,Positive,105.93479
405,Brain Boost,Episode 53,115.98,Education,49.05,Friday,Night,4.81,1.0,Negative,69.48029
406,Global News,Episode 68,68.94,News,40.65,Tuesday,Night,26.9,0.0,Positive,58.51439
407,Sound Waves,Episode 56,11.26,Music,44.26,Wednesday,Night,66.04,0.0,Positive,11.26579
408,Daily Digest,Episode 26,,News,33.55,Tuesday,Afternoon,,1.0,Positive,31.79457
409,Money Matters,Episode 55,89.24,Business,81.79,Saturday,Afternoon,85.67,1.0,Neutral,66.39062
410,Sports Weekly,Episode 75,118.12,Sports,97.91,Monday,Night,77.92,1.0,Neutral,90.9075
411,Detective Diaries,Episode 43,93.06,True Crime,45.21,Sunday,Afternoon,47.37,0.0,Negative,53.78436
412,Gadget Geek,Episode 48,84.05,Technology,45.58,Saturday,Evening,84.59,2.0,Neutral,54.65968
413,Learning Lab,Episode 51,61.07,Education,30.21,Wednesday,Evening,22.27,3.0,Neutral,39.93177
414,Lifestyle Lounge,Episode 67,116.98,Lifestyle,64.19,Wednesday,Evening,85.51,0.0,Negative,91.89
415,Innovators,Episode 100,99.39,Technology,50.6,Saturday,Night,10.6,3.0,Positive,67.52735
416,Healthy Living,Episode 89,78.46,Health,73.12,Thursday,Night,,1.0,Negative,36.78864
417,Melody Mix,Episode 30,16.8,Music,31.93,Monday,Evening,96.02,1.0,Positive,12.49241
418,Daily Digest,Episode 3,42.6,News,33.65,Monday,Afternoon,79.39,1.0,Negative,41.63612
419,Sports Central,Episode 20,101.88,Sports,21.96,Thursday,Evening,60.52,1.0,Positive,69.97348
420,Funny Folks,Episode 95,111.18,Comedy,95.06,Wednesday,Evening,68.06,2.0,Positive,97.37656
421,Lifestyle Lounge,Episode 20,61.44,Lifestyle,60.04,Saturday,Afternoon,52.04,0.0,Positive,40.67214
422,Sports Weekly,Episode 8,56.95,Sports,96.82,Monday,Afternoon,95.5,2.0,Neutral,53.98349
423,Sports Weekly,Episode 27,68.74,Sports,90.79,Monday,Morning,,2.0,Positive,48.15
424,Finance Focus,Episode 54,66.28,Business,34.87,Friday,Night,40.24,0.0,Neutral,53.17637
425,Digital Digest,Episode 49,14.32,Technology,21.32,Friday,Morning,18.45,1.0,Positive,11.34284
426,Criminal Minds,Episode 43,106.52,True Crime,64.36,Thursday,Night,0.52,3.0,Negative,50.86343
427,Tech Talks,Episode 10,75.77,Technology,21.32,Tuesday,Night,55.78,1.0,Negative,54.6879
428,Tech Talks,Episode 74,101.14,Technology,38.68,Wednesday,Afternoon,6.17,1.0,Negative,72.36239
429,Music Matters,Episode 65,57.66,Music,66.59,Wednesday,Afternoon,83.34,3.0,Negative,30.66501
430,Comedy Corner,Episode 97,36.6,Comedy,96.77,Monday,Afternoon,54.38,3.0,Positive,25.28438
431,Market Masters,Episode 78,86.68,Business,67.55,Tuesday,Afternoon,49.89,3.0,Positive,68.19931
432,Sound Waves,Episode 16,105.57,Music,78.66,Thursday,Night,57.28,1.0,Positive,64.09568
433,Wellness Wave,Episode 97,81.09,Health,97.13,Tuesday,Night,15.34,1.0,Neutral,40.15364
434,Sport Spot,Episode 23,,Sports,38.52,Sunday,Afternoon,48.71,0.0,Positive,41.39928
435,Style Guide,Episode 80,34.36,Lifestyle,53.56,Tuesday,Afternoon,88.55,3.0,Negative,24.6269
436,Tune Time,Episode 14,87.26,Music,24.47,Saturday,Afternoon,34.07,1.0,Neutral,58.4111
437,Study Sessions,Episode 1,29.54,Education,26.47,Sunday,Night,95.68,3.0,Negative,21.42
438,Game Day,Episode 50,49.71,Sports,72.02,Saturday,Morning,68.1,2.0,Positive,26.38386
439,Digital Digest,Episode 42,33.87,Technology,56.02,Friday,Night,82.42,0.0,Neutral,19.80948
440,Finance Focus,Episode 74,75.39,Business,24.5,Friday,Evening,85.31,3.0,Negative,73.9014
441,Home & Living,Episode 14,78.3,Lifestyle,83.87,Sunday,Afternoon,14.24,0.0,Neutral,60.26525
442,Gadget Geek,Episode 43,,Technology,34.88,Thursday,Morning,36.28,3.0,Negative,52.83213
443,Mind & Body,Episode 96,104.46,Health,84.36,Thursday,Evening,,2.0,Negative,59.82359
444,True Crime Stories,Episode 12,111.77,True Crime,89.22,Monday,Morning,,0.0,Positive,111.05
445,Money Matters,Episode 89,20.82,Business,88.76,Monday,Afternoon,64.92,0.0,Neutral,16.34936
446,Crime Chronicles,Episode 45,55.11,True Crime,71.41,Sunday,Night,13.85,2.0,Negative,39.94001
447,Sports Weekly,Episode 12,114.98,Sports,86.21,Thursday,Evening,75.38,1.0,Positive,62.05
448,Wellness Wave,Episode 61,113.14,Health,25.81,Monday,Morning,14.19,2.0,Neutral,102.30503
449,Mind & Body,Episode 4,94.97,Health,76.21,Sunday,Night,85.47,1.0,Neutral,63.03
450,Digital Digest,Episode 31,,Technology,21.77,Saturday,Morning,59.79,3.0,Positive,25.4
451,Sports Weekly,Episode 51,110.99,Sports,28.84,Thursday,Evening,24.93,1.0,Positive,90.94
452,Humor Hub,Episode 31,12.38,Comedy,66.17,Thursday,Evening,61.73,1.0,Neutral,11.55352
453,Tune Time,Episode 29,98.74,Music,63.07,Sunday,Afternoon,,3.0,Negative,73.01012
454,Wellness Wave,Episode 87,71.38,Health,37.59,Friday,Evening,14.81,1.0,Positive,55.13391
455,Market Masters,Episode 6,62.59,Business,62.54,Monday,Night,32.78,3.0,Negative,41.16464
456,Athlete's Arena,Episode 8,37.05,Sports,87.59,Thursday,Night,61.65,1.0,Negative,30.26837
457,Tune Time,Episode 12,73.04,Music,67.84,Thursday,Afternoon,65.15,0.0,Neutral,60.84087
458,News Roundup,Episode 10,13.24,News,66.22,Tuesday,Night,44.51,0.0,Negative,5.01159
459,Educational Nuggets,Episode 7,97.16,Education,52.77,Saturday,Night,35.05,1.0,Positive,71.52328
460,Money Matters,Episode 19,70.06,Business,42.18,Saturday,Evening,56.58,2.0,Negative,41.64475
461,Current Affairs,Episode 18,,News,25.87,Thursday,Evening,39.28,2.0,Positive,35.57503
462,Global News,Episode 82,26.72,News,71.65,Saturday,Morning,,1.0,Positive,21.33
463,Funny Folks,Episode 63,49.81,Comedy,61.51,Sunday,Evening,49.78,1.0,Positive,29.88492
464,Tech Trends,Episode 81,32.73,Technology,65.59,Thursday,Evening,48.11,2.0,Negative,18.18
465,Lifestyle Lounge,Episode 93,81.67,Lifestyle,59.4,Sunday,Afternoon,42.58,0.0,Neutral,65.73
466,Life Lessons,Episode 45,16.53,Lifestyle,70.06,Monday,Night,,2.0,Negative,5.82
467,Melody Mix,Episode 4,74.49,Music,57.89,Wednesday,Afternoon,84.08,0.0,Negative,58.99114
468,Criminal Minds,Episode 28,33.05,True Crime,36.17,Wednesday,Afternoon,22.41,1.0,Positive,23.76833
469,Athlete's Arena,Episode 23,64.0,Sports,26.45,Sunday,Evening,,2.0,Neutral,47.5192
470,News Roundup,Episode 62,109.03,News,48.35,Thursday,Morning,46.15,3.0,Positive,48.49597
471,Wellness Wave,Episode 74,81.53,Health,54.33,Wednesday,Morning,16.85,0.0,Neutral,78.85811
472,Melody Mix,Episode 58,66.46,Music,95.57,Sunday,Morning,41.12,0.0,Positive,35.20274
473,Sound Waves,Episode 60,58.35,Music,27.62,Friday,Night,7.09,1.0,Positive,38.91788
474,Mind & Body,Episode 65,,Health,80.56,Friday,Night,64.71,0.0,Positive,63.62827
475,Healthy Living,Episode 76,17.46,Health,49.06,Sunday,Evening,,3.0,Positive,8.26
476,Business Briefs,Episode 19,72.5,Business,45.86,Thursday,Evening,26.97,0.0,Negative,35.90953
477,Humor Hub,Episode 32,97.11,Comedy,73.46,Sunday,Afternoon,45.39,0.0,Positive,70.85349
478,True Crime Stories,Episode 15,24.24,True Crime,29.94,Sunday,Morning,38.9,1.0,Negative,13.98639
479,Money Matters,Episode 65,,Business,51.71,Saturday,Evening,71.02,0.0,Neutral,28.63202
480,Educational Nuggets,Episode 89,68.07,Education,79.54,Sunday,Evening,11.66,1.0,Positive,55.22204
481,Money Matters,Episode 72,61.39,Business,43.98,Sunday,Afternoon,22.51,3.0,Negative,43.04169
482,Criminal Minds,Episode 25,67.55,True Crime,58.59,Sunday,Night,54.23,3.0,Positive,53.3
483,Humor Hub,Episode 77,31.43,Comedy,94.8,Sunday,Night,,3.0,Positive,16.67
484,Detective Diaries,Episode 4,36.01,True Crime,72.76,Saturday,Morning,62.74,2.0,Positive,24.93881
485,Sport Spot,Episode 31,87.26,Sports,84.21,Sunday,Evening,,3.0,Positive,68.58328
486,Life Lessons,Episode 100,40.41,Lifestyle,48.25,Saturday,Morning,,1.0,Negative,34.25147
487,Sports Weekly,Episode 40,42.42,Sports,70.19,Tuesday,Evening,59.86,0.0,Negative,41.8466
488,Fitness First,Episode 45,60.12,Health,36.64,Friday,Morning,72.17,0.0,Positive,45.61208
489,Sport Spot,Episode 91,,Sports,71.3,Tuesday,Evening,,1.0,Neutral,91.07613
490,Healthy Living,Episode 37,112.33,Health,87.07,Saturday,Night,24.09,1.0,Positive,105.95439
491,Funny Folks,Episode 48,41.96,Comedy,98.06,Saturday,Evening,,3.0,Positive,24.51931
492,Sound Waves,Episode 4,99.16,Music,76.06,Friday,Morning,28.01,0.0,Neutral,59.27804
493,Mystery Matters,Episode 31,59.94,True Crime,79.38,Thursday,Evening,24.05,0.0,Neutral,44.33572
494,Criminal Minds,Episode 81,68.0,True Crime,37.14,Monday,Evening,32.5,2.0,Positive,64.10688
495,True Crime Stories,Episode 73,11.47,True Crime,32.73,Wednesday,Afternoon,51.0,1.0,Negative,7.0844
